#columns:point_slug	jlpt	module	bunpro_id	tofugu_url	imabi_url	shinkanzen_ref	djg_page	notes

のみ	n2	04-n2	bunpro:のみ			sk:auto/n2	djg:bunpro/のみ	strict-deck; bunpro:のみ; のみ; Only (formal)
のみならず	n2	04-n2	bunpro:のみならず			sk:auto/n2	djg:bunpro/のみならず	strict-deck; bunpro:のみならず; のみならず; Not only...but, Not just...but, What is more
のももっともだ	n2	04-n2	bunpro:のももっともだ			sk:auto/n2	djg:bunpro/のももっともだ	strict-deck; bunpro:のももっともだ; のももっともだ; May well, Have or has good reason for, No wonder, … Is only natural
のも当然だ	n2	04-n2	bunpro:のも当然だ			sk:auto/n2	djg:bunpro/のも当然だ	strict-deck; bunpro:のも当然だ; のも当然だ; It is only natural that, It is no wonder
の下で	n2	04-n2	bunpro:の下で			sk:auto/n2	djg:bunpro/の下で	strict-deck; bunpro:の下で; の下で; Under, Under the supervision of, On the basis of
はたして	n2	04-n2	bunpro:はたして			sk:auto/n2	djg:bunpro/はたして	strict-deck; bunpro:はたして; はたして; Wonder if ~ (really)?, Wonder how ~ (actually)?, Sure enough, As expected
はともかく	n2	04-n2	bunpro:はともかく			sk:auto/n2	djg:bunpro/はともかく	strict-deck; bunpro:はともかく; はともかく; Setting aside, Apart from
はもとより	n2	04-n2	bunpro:はもとより			sk:auto/n2	djg:bunpro/はもとより	strict-deck; bunpro:はもとより; はもとより; Not only... but also, Let alone, Of course
は別として	n2	04-n2	bunpro:は別として			sk:auto/n2	djg:bunpro/は別として	strict-deck; bunpro:は別として; は別として; Apart from, (Setting) aside, Whether or, Except for, Save for
ふうに	n2	04-n2	bunpro:ふうに			sk:auto/n2	djg:bunpro/ふうに	strict-deck; bunpro:ふうに; ふうに; ~ way, In a way that suggests, Like ~
ぶりに	n2	04-n2	bunpro:ぶりに			sk:auto/n2	djg:bunpro/ぶりに	strict-deck; bunpro:ぶりに; ぶりに; For the first time in, Haven't done for some time
まい	n2	04-n2	bunpro:まい			sk:auto/n2	djg:bunpro/まい	strict-deck; bunpro:まい; まい; Won't, Intend not to, Probably not
も-ば-も	n2	04-n2	bunpro:も-ば-も			sk:auto/n2	djg:bunpro/も-ば-も	strict-deck; bunpro:も-ば-も; も～ば～も; …And…, Both ... and ..., ... And ... as well
もかまわず	n2	04-n2	bunpro:もかまわず			sk:auto/n2	djg:bunpro/もかまわず	strict-deck; bunpro:もかまわず; も構わず; Without worrying about
ものか	n2	04-n2	bunpro:ものか			sk:auto/n2	djg:bunpro/ものか	strict-deck; bunpro:ものか; ものか; Definitely not, Absolutely not, Impossible, Do you really think~?
ものがある	n2	04-n2	bunpro:ものがある			sk:auto/n2	djg:bunpro/ものがある	strict-deck; bunpro:ものがある; ものがある; Strong judgement, There is something, Feel strongly that
ものだから	n2	04-n2	bunpro:ものだから			sk:auto/n2	djg:bunpro/ものだから	strict-deck; bunpro:ものだから; ものだから; Because, The reason is
ものですから-もので	n2	04-n2	bunpro:ものですから-もので			sk:auto/n2	djg:bunpro/ものですから-もので	strict-deck; bunpro:ものですから-もので; ものですから・もので; Because, My excuse is, My explanation is
ものなら①	n2	04-n2	bunpro:ものなら①			sk:auto/n2	djg:bunpro/ものなら①	strict-deck; bunpro:ものなら①; ものなら①; If, If one could, If something would be possible
ものの	n2	04-n2	bunpro:ものの			sk:auto/n2	djg:bunpro/ものの	strict-deck; bunpro:ものの; ものの; Although, But, Even Though
も又	n2	04-n2	bunpro:も又			sk:auto/n2	djg:bunpro/も又	strict-deck; bunpro:も又; も又; Too, Also (with more emphasis than も alone), Again
やがて	n2	04-n2	bunpro:やがて			sk:auto/n2	djg:bunpro/やがて	strict-deck; bunpro:やがて; やがて; Before long, All too soon, In the end, Eventually
やら-やら	n2	04-n2	bunpro:やら-やら			sk:auto/n2	djg:bunpro/やら-やら	strict-deck; bunpro:やら-やら; やら～やら; Whether or, Things like, And … so on
ようがない・ようもない	n2	04-n2	bunpro:ようがない・ようもない			sk:auto/n2	djg:bunpro/ようがない・ようもない	strict-deck; bunpro:ようがない・ようもない; ようがない・ようもない; There's no way to, It's impossible to
ようでは-ようじゃ	n2	04-n2	bunpro:ようでは-ようじゃ			sk:auto/n2	djg:bunpro/ようでは-ようじゃ	strict-deck; bunpro:ようでは-ようじゃ; ようでは・ようじゃ; If, If it is true that
ようではないか	n2	04-n2	bunpro:ようではないか			sk:auto/n2	djg:bunpro/ようではないか	strict-deck; bunpro:ようではないか; 〜ようではないか; Let's do something, Why don't we
よりしかたがない	n2	04-n2	bunpro:よりしかたがない			sk:auto/n2	djg:bunpro/よりしかたがない	strict-deck; bunpro:よりしかたがない; よりしかたがない; There is no choice but, Can't be helped, Inevitable
よりほかない	n2	04-n2	bunpro:よりほかない			sk:auto/n2	djg:bunpro/よりほかない	strict-deck; bunpro:よりほかない; よりほかない; To have no choice but, No other way than, Have to
を-に任せる	n2	04-n2	bunpro:を-に任せる			sk:auto/n2	djg:bunpro/を-に任せる	strict-deck; bunpro:を-に任せる; ～を～に任せる; Leave 〜 up to, Entrust 〜 to
をもとに	n2	04-n2	bunpro:をもとに			sk:auto/n2	djg:bunpro/をもとに	strict-deck; bunpro:をもとに; をもとに; Based on, From, According to
を中心に	n2	04-n2	bunpro:を中心に			sk:auto/n2	djg:bunpro/を中心に	strict-deck; bunpro:を中心に; を中心に; Focused on, Centered on or around, Mainly, Most notably
を問わず	n2	04-n2	bunpro:を問わず			sk:auto/n2	djg:bunpro/を問わず	strict-deck; bunpro:を問わず; を問わず; Regardless of, Whether or not, No matter, With or without
を契機に	n2	04-n2	bunpro:を契機に			sk:auto/n2	djg:bunpro/を契機に	strict-deck; bunpro:を契機に; を契機に; Lead to, As a good opportunity to, As a result of, As a trigger
を巡って	n2	04-n2	bunpro:を巡って			sk:auto/n2	djg:bunpro/を巡って	strict-deck; bunpro:を巡って; を巡って; Concerning, In regard to, About, (Split) over
を込めて	n2	04-n2	bunpro:を込めて			sk:auto/n2	djg:bunpro/を込めて	strict-deck; bunpro:を込めて; を込めて; Full of, Filled with, With ～
を通じて-を通して	n2	04-n2	bunpro:を通じて-を通して			sk:auto/n2	djg:bunpro/を通じて-を通して	strict-deck; bunpro:を通じて-を通して; を通じて・を通して; Through, Via, Throughout
を除いて	n2	04-n2	bunpro:を除いて			sk:auto/n2	djg:bunpro/を除いて	strict-deck; bunpro:を除いて; を除いて; Except, With the exception of, Unless
一応1	n2	04-n2	bunpro:一応1			sk:auto/n2	djg:bunpro/一応1	strict-deck; bunpro:一応1; 一応 ①; Just in case, Just to be sure
一応2	n2	04-n2	bunpro:一応2			sk:auto/n2	djg:bunpro/一応2	strict-deck; bunpro:一応2; 一応 ②; more or less, for the time being, tentatively, roughly
一旦	n2	04-n2	bunpro:一旦			sk:auto/n2	djg:bunpro/一旦	strict-deck; bunpro:一旦; 一旦; Once …, If … for a short time, Temporarily (stop), For now or the time being
万が一	n2	04-n2	bunpro:万が一			sk:auto/n2	djg:bunpro/万が一	strict-deck; bunpro:万が一; 万が一; Just in case, In the worst-case scenario, In the unlikely event, By any chance
上	n2	04-n2	bunpro:上			sk:auto/n2	djg:bunpro/上	strict-deck; bunpro:上; 上; From the standpoint of
上に	n2	04-n2	bunpro:上に			sk:auto/n2	djg:bunpro/上に	strict-deck; bunpro:上に; 上に; As well, Besides, In addition to
上は	n2	04-n2	bunpro:上は			sk:auto/n2	djg:bunpro/上は	strict-deck; bunpro:上は; 上は; Once, Since, Now that, As long as
中を	n2	04-n2	bunpro:中を			sk:auto/n2	djg:bunpro/中を	strict-deck; bunpro:中を; 中を; In, On, Into, Inside of
以上2	n2	04-n2	bunpro:以上2			sk:auto/n2	djg:bunpro/以上2	strict-deck; bunpro:以上2; 以上 ②; Since, Now that, As long as, If
以上に	n2	04-n2	bunpro:以上に			sk:auto/n2	djg:bunpro/以上に	strict-deck; bunpro:以上に; 以上に; More than, No less than, Even more
以来	n2	04-n2	bunpro:以来			sk:auto/n2	djg:bunpro/以来	strict-deck; bunpro:以来; 以来; Since, Henceforth
何から何まで	n2	04-n2	bunpro:何から何まで			sk:auto/n2	djg:bunpro/何から何まで	strict-deck; bunpro:何から何まで; 何から何まで; Everything and anything, From A to Z, From head to toe, Everything
何しろ	n2	04-n2	bunpro:何しろ			sk:auto/n2	djg:bunpro/何しろ	strict-deck; bunpro:何しろ; 何しろ; No wonder, After all, In fact, Because, At any rate
何といっても	n2	04-n2	bunpro:何といっても			sk:auto/n2	djg:bunpro/何といっても	strict-deck; bunpro:何といっても; 何といっても; By any account, All the same, No doubt
何より	n2	04-n2	bunpro:何より			sk:auto/n2	djg:bunpro/何より	strict-deck; bunpro:何より; 何より; Be glad, Be relieved, Most, Best, Above all else, More than anything
傾向がある	n2	04-n2	bunpro:傾向がある			sk:auto/n2	djg:bunpro/傾向がある	strict-deck; bunpro:傾向がある; 傾向がある; Tendency, Trend, Inclination
僅かに	n2	04-n2	bunpro:僅かに			sk:auto/n2	djg:bunpro/僅かに	strict-deck; bunpro:僅かに; 僅かに; Only, Slightly, A little, Barely, Merely
反面	n2	04-n2	bunpro:反面			sk:auto/n2	djg:bunpro/反面	strict-deck; bunpro:反面; 反面; While, On the other hand, Although, However, On the flip side
幸い-幸いなことに	n2	04-n2	bunpro:幸い-幸いなことに			sk:auto/n2	djg:bunpro/幸い-幸いなことに	strict-deck; bunpro:幸い-幸いなことに; 幸い・幸いなことに; Luckily, Fortunately
弱	n2	04-n2	bunpro:弱			sk:auto/n2	djg:bunpro/弱	strict-deck; bunpro:弱; 弱; Just less than
強	n2	04-n2	bunpro:強			sk:auto/n2	djg:bunpro/強	strict-deck; bunpro:強; 強; Just more than
後-のnoun	n2	04-n2	bunpro:後-のnoun			sk:auto/n2	djg:bunpro/後-のnoun	strict-deck; bunpro:後-のnoun; 後(の) Noun; …left, Rest, Remaining, In, …to, …else
得ない	n2	04-n2	bunpro:得ない			sk:auto/n2	djg:bunpro/得ない	strict-deck; bunpro:得ない; 〜得ない; Unable to, Cannot
得る-得る	n2	04-n2	bunpro:得る-得る			sk:auto/n2	djg:bunpro/得る-得る	strict-deck; bunpro:得る-得る; 得る・得る; Is able to, Can, Possible
思うように	n2	04-n2	bunpro:思うように			sk:auto/n2	djg:bunpro/思うように	strict-deck; bunpro:思うように; 思うように; As one hopes, As desired, As one thought
恐れがある	n2	04-n2	bunpro:恐れがある			sk:auto/n2	djg:bunpro/恐れがある	strict-deck; bunpro:恐れがある; 恐れがある; There is a risk or fear that, Be in danger of, Possibility of
手前	n2	04-n2	bunpro:手前			sk:auto/n2	djg:bunpro/手前	strict-deck; bunpro:手前; 手前; Before, In front of, From one's standpoint or side
抜きで	n2	04-n2	bunpro:抜きで			sk:auto/n2	djg:bunpro/抜きで	strict-deck; bunpro:抜きで; 抜きで; Without, Unless
抜く	n2	04-n2	bunpro:抜く			sk:auto/n2	djg:bunpro/抜く	strict-deck; bunpro:抜く; 抜く; All~, Completely, See through, Overcome, To the bitter end
未だに	n2	04-n2	bunpro:未だに			sk:auto/n2	djg:bunpro/未だに	strict-deck; bunpro:未だに; 未だに; Still, Not yet, Even now
次第だ-次第で	n2	04-n2	bunpro:次第だ-次第で			sk:auto/n2	djg:bunpro/次第だ-次第で	strict-deck; bunpro:次第だ-次第で; 次第だ・次第で; Depending on, So
次第に	n2	04-n2	bunpro:次第に			sk:auto/n2	djg:bunpro/次第に	strict-deck; bunpro:次第に; 次第に; Gradually
気	n2	04-n2	bunpro:気			sk:auto/n2	djg:bunpro/気	strict-deck; bunpro:気; 気; Feel like ~, Spirit
活かす	n2	04-n2	bunpro:活かす			sk:auto/n2	djg:bunpro/活かす	strict-deck; bunpro:活かす; 活かす; To make use of (something), To take full advantage of, To capitalize on, To leverage (skills), Bring out (the quality of)
甲斐がある	n2	04-n2	bunpro:甲斐がある			sk:auto/n2	djg:bunpro/甲斐がある	strict-deck; bunpro:甲斐がある; 甲斐がある; To be (not) worth, To (not) pay off
確かに	n2	04-n2	bunpro:確かに			sk:auto/n2	djg:bunpro/確かに	strict-deck; bunpro:確かに; 確かに; Surely, Certainly
精々	n2	04-n2	bunpro:精々			sk:auto/n2	djg:bunpro/精々	strict-deck; bunpro:精々; 精々; (At) most , (At) best, No more than, Barely
結果・の結果	n2	04-n2	bunpro:結果・の結果			sk:auto/n2	djg:bunpro/結果・の結果	strict-deck; bunpro:結果・の結果; 結果・の結果; As a result of
要するに	n2	04-n2	bunpro:要するに			sk:auto/n2	djg:bunpro/要するに	strict-deck; bunpro:要するに; 要するに; To sum up, In summary, In short
逆に	n2	04-n2	bunpro:逆に			sk:auto/n2	djg:bunpro/逆に	strict-deck; bunpro:逆に; 逆に; On the contrary
途中に・途中で	n2	04-n2	bunpro:途中に・途中で			sk:auto/n2	djg:bunpro/途中に・途中で	strict-deck; bunpro:途中に・途中で; 途中に・途中で; On the way, Partway, In the middle of
限り	n2	04-n2	bunpro:限り			sk:auto/n2	djg:bunpro/限り	strict-deck; bunpro:限り; 限り; As long as, While… is the case, Limited to
陸に-ない	n2	04-n2	bunpro:陸に-ない			sk:auto/n2	djg:bunpro/陸に-ない	strict-deck; bunpro:陸に-ない; 陸に～ない; Not well or properly, Not much or enough, Barely, Hardly
際に	n2	04-n2	bunpro:際に			sk:auto/n2	djg:bunpro/際に	strict-deck; bunpro:際に; 際に; When, At the time of, In case of, On the occasion of
～ところに・～ところへ	n2	04-n2	bunpro:～ところに・～ところへ			sk:auto/n2	djg:bunpro/～ところに・～ところへ	strict-deck; bunpro:～ところに・～ところへ; ～ところに・～ところへ; At the time, When, While, Timing
～ばと思います	n2	04-n2	bunpro:～ばと思います			sk:auto/n2	djg:bunpro/～ばと思います	strict-deck; bunpro:～ばと思います; ～ばと思います; I would appreciate it if, If you could, I would like to think that
-なり-なり	n1	05-n1	bunpro:-なり-なり			sk:auto/n1	djg:bunpro/-なり-なり	strict-deck; bunpro:-なり-なり; ～なり～なり; Or, Either or
-に-ない	n1	05-n1	bunpro:-に-ない			sk:auto/n1	djg:bunpro/-に-ない	strict-deck; bunpro:-に-ない; 〜に〜ない; Cannot even...if wants, Would like to...but cannot, Wants to...but cannot
-よう--う-まい-が-と	n1	05-n1	bunpro:-よう--う-まい-が-と			sk:auto/n1	djg:bunpro/-よう--う-まい-が-と	strict-deck; bunpro:-よう--う-まい-が-と; ようが～まいが; Even if, No matter what, Whether or not, [Emphatic], Volitional + が
adj限りだ	n1	05-n1	bunpro:adj限りだ			sk:auto/n1	djg:bunpro/adj限りだ	strict-deck; bunpro:adj限りだ; Adj限りだ; Extremely, Really, Very, As ... as one can be
verb-passive-ままに	n1	05-n1	bunpro:verb-passive-ままに			sk:auto/n1	djg:bunpro/verb-passive-ままに	strict-deck; bunpro:verb-passive-ままに; れる・られる + ままに; Do as (one is told or ordered…), In accordance with, In compliance with, Just like
verb-だに	n1	05-n1	bunpro:verb-だに			sk:auto/n1	djg:bunpro/verb-だに	strict-deck; bunpro:verb-だに; Verb + だに; Just, Even just, Even merely
verb-て-みせる	n1	05-n1	bunpro:verb-て-みせる			sk:auto/n1	djg:bunpro/verb-て-みせる	strict-deck; bunpro:verb-て-みせる; Verb[て] + みせる; I will definitely, I will certainly, Just watch, Whatever it takes, I swear, for sure
verb-ないもの-だろうか	n1	05-n1	bunpro:verb-ないもの-だろうか			sk:auto/n1	djg:bunpro/verb-ないもの-だろうか	strict-deck; bunpro:verb-ないもの-だろうか; Verb[ない]もの(だろう)か; (Why) can’t, Isn’t there, Wish that, If only
あくまでも	n1	05-n1	bunpro:あくまでも			sk:auto/n1	djg:bunpro/あくまでも	strict-deck; bunpro:あくまでも; あくまでも; To the (bitter) end, Stubbornly, Persistently
あっての	n1	05-n1	bunpro:あっての			sk:auto/n1	djg:bunpro/あっての	strict-deck; bunpro:あっての; あっての; Exist only because of or due to, Owe everything to
い-adj-く-もなんともない	n1	05-n1	bunpro:い-adj-く-もなんともない			sk:auto/n1	djg:bunpro/い-adj-く-もなんともない	strict-deck; bunpro:い-adj-く-もなんともない; い-Adj[く] + もなんともない; Not... or anything, Not at all, Not, By no means, Definitely not, Nothing like that
いかなる	n1	05-n1	bunpro:いかなる			sk:auto/n1	djg:bunpro/いかなる	strict-deck; bunpro:いかなる; いかなる; What kind of, No matter what kind of, No … (with a negative verb), Any... (with a negative verb)
いかん-ず	n1	05-n1	bunpro:いかん-ず			sk:auto/n1	djg:bunpro/いかん-ず	strict-deck; bunpro:いかん-ず; いかん〜ず; Regardless of (whatever … is), Irrespective of (whatever … is)
かたがた	n1	05-n1	bunpro:かたがた			sk:auto/n1	djg:bunpro/かたがた	strict-deck; bunpro:かたがた; かたがた; Partly for (the purpose of), In addition to, Along with, By the way, And also to, Incidentally, While
かたわら	n1	05-n1	bunpro:かたわら			sk:auto/n1	djg:bunpro/かたわら	strict-deck; bunpro:かたわら; かたわら; While, Besides, In addition to
からある	n1	05-n1	bunpro:からある			sk:auto/n1	djg:bunpro/からある	strict-deck; bunpro:からある; からある; As much as, As many as, At least
からする	n1	05-n1	bunpro:からする			sk:auto/n1	djg:bunpro/からする	strict-deck; bunpro:からする; からする; About, Or more, Over, Starts at
かれ-かれ	n1	05-n1	bunpro:かれ-かれ			sk:auto/n1	djg:bunpro/かれ-かれ	strict-deck; bunpro:かれ-かれ; かれ〜かれ; Or, Either or
か否か	n1	05-n1	bunpro:か否か			sk:auto/n1	djg:bunpro/か否か	strict-deck; bunpro:か否か; か否か; Whether or not
がてら	n1	05-n1	bunpro:がてら			sk:auto/n1	djg:bunpro/がてら	strict-deck; bunpro:がてら; がてら; On the occasion of, While … as well, While …  (one is) at it, During, Along the way
がん-totally	n1	05-n1	bunpro:がん-totally			sk:auto/n1	djg:bunpro/がん-totally	strict-deck; bunpro:がん-totally; がん～; Totally, Seriously, Completely, Furiously, Majorly
が早いか	n1	05-n1	bunpro:が早いか			sk:auto/n1	djg:bunpro/が早いか	strict-deck; bunpro:が早いか; が早いか; As soon as, No sooner than, The instant that, No sooner had
きらいがある	n1	05-n1	bunpro:きらいがある			sk:auto/n1	djg:bunpro/きらいがある	strict-deck; bunpro:きらいがある; きらいがある; Have a tendency to, Tend to, Be slightly~
ぐらいなら	n1	05-n1	bunpro:ぐらいなら			sk:auto/n1	djg:bunpro/ぐらいなら	strict-deck; bunpro:ぐらいなら; ぐらいなら; Would rather...than, Rather than, Better off
ぐるみで	n1	05-n1	bunpro:ぐるみで			sk:auto/n1	djg:bunpro/ぐるみで	strict-deck; bunpro:ぐるみで; ぐるみで; Whole, -wide, Across the, Entire, All of, With … altogether
こそすれ-ない	n1	05-n1	bunpro:こそすれ-ない			sk:auto/n1	djg:bunpro/こそすれ-ない	strict-deck; bunpro:こそすれ-ない; こそすれ〜ない; And certainly not, But certainly not, But, Although, Even though
ことだし	n1	05-n1	bunpro:ことだし			sk:auto/n1	djg:bunpro/ことだし	strict-deck; bunpro:ことだし; ことだし; (And) so, Because, Since
こととて	n1	05-n1	bunpro:こととて			sk:auto/n1	djg:bunpro/こととて	strict-deck; bunpro:こととて; こととて; Due to, Since, On account of, Because
さぞ	n1	05-n1	bunpro:さぞ			sk:auto/n1	djg:bunpro/さぞ	strict-deck; bunpro:さぞ; さぞ; You must be very, How … you must be, I dare to say, I am sure or certain that you must be very
じゃあるまいし	n1	05-n1	bunpro:じゃあるまいし			sk:auto/n1	djg:bunpro/じゃあるまいし	strict-deck; bunpro:じゃあるまいし; じゃあるまいし; You are not ~ so..., it isn't ~ so...
すら	n1	05-n1	bunpro:すら			sk:auto/n1	djg:bunpro/すら	strict-deck; bunpro:すら; すら; Even
ずくめ	n1	05-n1	bunpro:ずくめ			sk:auto/n1	djg:bunpro/ずくめ	strict-deck; bunpro:ずくめ; ずくめ; Completely, Entirely, All in, Nothing but, A real streak of, Without exception, Jet
ずじまい	n1	05-n1	bunpro:ずじまい			sk:auto/n1	djg:bunpro/ずじまい	strict-deck; bunpro:ずじまい; ずじまい; Ended up not, Did not (in the end), Never did
ずとも	n1	05-n1	bunpro:ずとも			sk:auto/n1	djg:bunpro/ずとも	strict-deck; bunpro:ずとも; ずとも; Even if not, Without, Don't have to
ずにはおかない	n1	05-n1	bunpro:ずにはおかない			sk:auto/n1	djg:bunpro/ずにはおかない	strict-deck; bunpro:ずにはおかない; ずにはおかない; Will definitely, Will certainly, Bound to, Not fail to
ずにはすまない	n1	05-n1	bunpro:ずにはすまない			sk:auto/n1	djg:bunpro/ずにはすまない	strict-deck; bunpro:ずにはすまない; ずにはすまない; Won't get away without, Won't get off without, Have to, Have no choice but to, Can’t not
そばから	n1	05-n1	bunpro:そばから			sk:auto/n1	djg:bunpro/そばから	strict-deck; bunpro:そばから; そばから; As soon as, Right after, Even if … still
それまでだ	n1	05-n1	bunpro:それまでだ			sk:auto/n1	djg:bunpro/それまでだ	strict-deck; bunpro:それまでだ; それまでだ; If… then it is all in vain, It's done, It is useless, No point, It is a waste, That's it, It is all gone,
ただ-のみ	n1	05-n1	bunpro:ただ-のみ			sk:auto/n1	djg:bunpro/ただ-のみ	strict-deck; bunpro:ただ-のみ; ただ〜のみ; Nothing but, Should, Have to, Only, All that remains,
たところで	n1	05-n1	bunpro:たところで			sk:auto/n1	djg:bunpro/たところで	strict-deck; bunpro:たところで; たところで; Even if ~ cannot or will not, Even though ~ not
たなり-なり	n1	05-n1	bunpro:たなり-なり			sk:auto/n1	djg:bunpro/たなり-なり	strict-deck; bunpro:たなり-なり; たなり・なり; While... ~ing, Remaining, Not or ever since, Keep or leave
たまでだ	n1	05-n1	bunpro:たまでだ			sk:auto/n1	djg:bunpro/たまでだ	strict-deck; bunpro:たまでだ; ～たまでだ; Just, Merely, Simply, Only
たら-で	n1	05-n1	bunpro:たら-で			sk:auto/n1	djg:bunpro/たら-で	strict-deck; bunpro:たら-で; たら〜で; Even if, If
たら最後	n1	05-n1	bunpro:たら最後			sk:auto/n1	djg:bunpro/たら最後	strict-deck; bunpro:たら最後; たら最後; Once, Now that, As soon as
たる	n1	05-n1	bunpro:たる			sk:auto/n1	djg:bunpro/たる	strict-deck; bunpro:たる; たる; To be (in a position of), As a, For
だに-しない	n1	05-n1	bunpro:だに-しない			sk:auto/n1	djg:bunpro/だに-しない	strict-deck; bunpro:だに-しない; だに + しない; Not even, Not at all, Never could have
だの	n1	05-n1	bunpro:だの			sk:auto/n1	djg:bunpro/だの	strict-deck; bunpro:だの; だの; Things like, And so on, Or something, And whatnot
ったら-といったら	n1	05-n1	bunpro:ったら-といったら			sk:auto/n1	djg:bunpro/ったら-といったら	strict-deck; bunpro:ったら-といったら; ったら・といったら; Cannot tell, describe, say, express or find words for how, Words cannot express, Too … for words, Extremely
ったらない・といったらない	n1	05-n1	bunpro:ったらない・といったらない			sk:auto/n1	djg:bunpro/ったらない・といったらない	strict-deck; bunpro:ったらない・といったらない; ったらない・といったらない; Cannot tell, describe, say or express how, Words cannot express, Too … for words, Extremely
ってば-ったら	n1	05-n1	bunpro:ってば-ったら			sk:auto/n1	djg:bunpro/ってば-ったら	strict-deck; bunpro:ってば-ったら; ってば・ったら; I said...!, I told you...!, !
つ-つ	n1	05-n1	bunpro:つ-つ			sk:auto/n1	djg:bunpro/つ-つ	strict-deck; bunpro:つ-つ; つ〜つ; two contrasting actions
てからというもの	n1	05-n1	bunpro:てからというもの			sk:auto/n1	djg:bunpro/てからというもの	strict-deck; bunpro:てからというもの; てからというもの; After, Since, Ever since then
てはかなわない	n1	05-n1	bunpro:てはかなわない			sk:auto/n1	djg:bunpro/てはかなわない	strict-deck; bunpro:てはかなわない; てはかなわない; It's unbearable when, It'd be unbearable if, I can't stand it when, I couldn’t stand it if
ても差し支えない	n1	05-n1	bunpro:ても差し支えない			sk:auto/n1	djg:bunpro/ても差し支えない	strict-deck; bunpro:ても差し支えない; ても差し支えない; May, Is it a bother if, Do you mind if, Is it a problem if
てやまない	n1	05-n1	bunpro:てやまない			sk:auto/n1	djg:bunpro/てやまない	strict-deck; bunpro:てやまない; てやまない; Never cease to, Always, Sincerely, Greatly, From the bottom of one's heart
てやる	n1	05-n1	bunpro:てやる			sk:auto/n1	djg:bunpro/てやる	strict-deck; bunpro:てやる; ～てやる; Just wait and see, Just you wait, To do a favor, For you, Definitely, For sure
であれ	n1	05-n1	bunpro:であれ			sk:auto/n1	djg:bunpro/であれ	strict-deck; bunpro:であれ; であれ; Even if, Even, No matter
であれ-であれ	n1	05-n1	bunpro:であれ-であれ			sk:auto/n1	djg:bunpro/であれ-であれ	strict-deck; bunpro:であれ-であれ; であれ〜であれ; Whether or, Or, No matter which, In either case
でなくてなんだろう	n1	05-n1	bunpro:でなくてなんだろう			sk:auto/n1	djg:bunpro/でなくてなんだろう	strict-deck; bunpro:でなくてなんだろう; でなくてなんだろう; If … is not … then what is?
でもなんでもない	n1	05-n1	bunpro:でもなんでもない			sk:auto/n1	djg:bunpro/でもなんでもない	strict-deck; bunpro:でもなんでもない; でもなんでもない; Not at all, By no means, Definitely not, Nothing like that, Not really
とあって	n1	05-n1	bunpro:とあって			sk:auto/n1	djg:bunpro/とあって	strict-deck; bunpro:とあって; とあって; Since...(it is no wonder that), Because...(it is no wonder that), Due to...(it is no wonder that)
とあれば	n1	05-n1	bunpro:とあれば			sk:auto/n1	djg:bunpro/とあれば	strict-deck; bunpro:とあれば; とあれば; (Emphatic) if, If it is the case that, As (you wish)
という	n1	05-n1	bunpro:という			sk:auto/n1	djg:bunpro/という	strict-deck; bunpro:という; という; Every single, Each and every, Emphasis, Everything that could be called
というところ	n1	05-n1	bunpro:というところ			sk:auto/n1	djg:bunpro/というところ	strict-deck; bunpro:というところ; というところ; I would say (about), I guess (about), It could be said that, About, At best
といえども	n1	05-n1	bunpro:といえども			sk:auto/n1	djg:bunpro/といえども	strict-deck; bunpro:といえども; といえども; Even (if), Although, Even though
といおうか	n1	05-n1	bunpro:といおうか			sk:auto/n1	djg:bunpro/といおうか	strict-deck; bunpro:といおうか; といおうか; How to put it, How shall I put it, How should I put it, Or perhaps, Or maybe, Call it … or
といわず	n1	05-n1	bunpro:といわず			sk:auto/n1	djg:bunpro/といわず	strict-deck; bunpro:といわず; といわず; Not only A or B but every-; A, B and every-; Not only A or B but all over;  A, B both, whether A or B
ときたら1	n1	05-n1	bunpro:ときたら1			sk:auto/n1	djg:bunpro/ときたら1	strict-deck; bunpro:ときたら1; ときたら; When it comes to, That or this … of mine, That or this darn …, That or this blasted …
ときたら2	n1	05-n1	bunpro:ときたら2			sk:auto/n1	djg:bunpro/ときたら2	strict-deck; bunpro:ときたら2; と来たら; For …(is the best), When it comes to, Concerning
ところを	n1	05-n1	bunpro:ところを			sk:auto/n1	djg:bunpro/ところを	strict-deck; bunpro:ところを; ところを; When, While, In spite of (the circumstances), Regardless of (the circumstances)
との	n1	05-n1	bunpro:との			sk:auto/n1	djg:bunpro/との	strict-deck; bunpro:との; との; That, To
とは	n1	05-n1	bunpro:とは			sk:auto/n1	djg:bunpro/とは	strict-deck; bunpro:とは; とは; That..., (Surprised) that..., (Never expected) that..., (Shocked) that...
とはいえ	n1	05-n1	bunpro:とはいえ			sk:auto/n1	djg:bunpro/とはいえ	strict-deck; bunpro:とはいえ; とはいえ; Though, Although (I admit that), Be that as it may, Nonetheless
とは比べものにならない	n1	05-n1	bunpro:とは比べものにならない			sk:auto/n1	djg:bunpro/とは比べものにならない	strict-deck; bunpro:とは比べものにならない; とは比べものにならない; Nothing compared to, Cannot be compared to, Much more, Way better, Above comparison (beyond comparison), Far greater than
とは言うものの	n1	05-n1	bunpro:とは言うものの			sk:auto/n1	djg:bunpro/とは言うものの	strict-deck; bunpro:とは言うものの; とは言うものの; Although, But, Although I say, Although it is said, Having said that
